id,lat,lng,date_taken,state
3Bo9CmuKLxvX6IhenIRBfw,-29.87984831173091,-51.13345710643032,2018-10,Rio Grande do Sul
3QnRu3uNf2m4ncCz_jgOwQ,-27.75654481013141,-51.708734408887494,2018-12,Rio Grande do Sul
3jg7-j3zDO8L36mdcdJnqg,-28.220815407238778,-53.024643120013174,2022-07,Rio Grande do Sul
3n4gDEr0yDjcbWHca9e4aA,-27.64555585430405,-52.30947624945229,2022-07,Rio Grande do Sul
3rmZ7hY598Yy1_TbAJDxfQ,-28.591738736722164,-50.753608901816214,2022-06,Rio Grande do Sul
43n-QJ8ZYqN82MTwAzJpRQ,-28.410447044327512,-52.54125266896437,2023-04,Rio Grande do Sul
46UtxlU-DoavvmwgtkIb7A,-29.714939436946036,-56.92693740260579,2022-10,Rio Grande do Sul
46X_tRicEP0kil4BZP-5Vw,-29.580402671701794,-51.35858027522325,2022-05,Rio Grande do Sul
48MGGBUUxp7onHhKJiHxnQ,-29.941404300544626,-52.58233582501912,2019-03,Rio Grande do Sul
48o4F2A-m8Gg0xCe6myehg,-29.884143016674294,-51.20253249958837,2018-10,Rio Grande do Sul
4HaEdoUbxAl7hX7vXwUwPg,-30.886162203283227,-51.54377758606806,2019-02,Rio Grande do Sul
4ZJQYEkCtNbqVuk-P7h6Dw,-27.946724570617857,-54.1312545819413,2019-02,Rio Grande do Sul
4htZY4F5IsO7ScfdEqUfHg,-29.779739068928215,-51.79240229377227,2019-03,Rio Grande do Sul
4irRun1tN64kHS1Vrd48eA,-30.110474742606876,-52.89994743282683,2011-10,Rio Grande do Sul
4xH5x90hUkFbchn5kYy9JQ,-28.783138412597985,-51.266628205473346,2022-07,Rio Grande do Sul
5RgADEvTSYI-0h5vJctXcw,-29.744577199472605,-51.743869364894536,2023-03,Rio Grande do Sul
5STLn12kRlEZoe8U80sH4w,-29.029995074545617,-51.16795518293211,2011-11,Rio Grande do Sul
5XvFUqCmwQKTV8cGTxkNeg,-30.115911432821953,-56.109976772433384,2011-10,Rio Grande do Sul
5i3-yHp4FVI24tZj0p1mfA,-30.374566026429687,-53.560276235223846,2022-06,Rio Grande do Sul
5vM6rrGOxuxpd8DDyTqPhw,-28.646293962030835,-51.573437921806104,2018-12,Rio Grande do Sul
6CapuItK7hUxuGWlepvQcQ,-27.788565085619346,-54.07845846333875,2019-02,Rio Grande do Sul
6QUfTZaSjTcSHI6jPfcYGg,-28.601206542319687,-51.78897317434926,2018-12,Rio Grande do Sul
6dwIb2BjFf8iPGbKvW_IDA,-29.851174816021263,-50.57418584340401,2019-02,Rio Grande do Sul
6gYZ8t76p7Z629S3znUlzg,-27.829260134633614,-51.439579800773345,2022-05,Rio Grande do Sul
6ixuLpre8ZznJxbQiDXxyw,-31.868394145059113,-54.155585693082365,2022-09,Rio Grande do Sul
6kVfmaUym-q9uDqNcYX1lg,-31.712248107584514,-52.174103418167824,2022-10,Rio Grande do Sul
6xNO1oydzuA4B6L1lJrmnQ,-27.74040455371579,-51.45703466728578,2021-11,Rio Grande do Sul
70h3yA1uCRG0QtfXI7BXQw,-29.867180475462074,-56.87513746525356,2022-08,Rio Grande do Sul
78pDhCyM8LqzsAbffc1T-g,-31.703102639903385,-52.93245284915918,2022-10,Rio Grande do Sul
7R5Re5Z46jHhUWfYldWurQ,-28.803727557434648,-56.04875916317122,2011-07,Rio Grande do Sul
7j9ZbujAd_XUrtyBFm3Wow,-29.55573768863611,-52.13313715784854,2022-07,Rio Grande do Sul
7u-lBqVGMziLFtYMQ2M6Rw,-29.381515326540644,-51.73294281886568,2022-08,Rio Grande do Sul
85sNDGdtxCYmpVOeSxGbPQ,-29.98521550045522,-52.36842453720004,2022-09,Rio Grande do Sul
85uXql0P6n87Wp6xWd0Sxg,-29.729079411474668,-51.18064045824981,2019-04,Rio Grande do Sul
87sAExYwmZa6-fDLFPfcdA,-29.428681190356727,-55.45773865181264,2011-10,Rio Grande do Sul
891COyLLPap9tYM9EEHLHA,-28.499974503999756,-50.95602796567937,2022-06,Rio Grande do Sul
89Zhq9f9Pj83mUCotOLIDA,-29.36048941298126,-53.60974283378419,2012-12,Rio Grande do Sul
8CGIopzLo14_h2i4zTJkSQ,-30.31975803917516,-51.79479626533646,2019-07,Rio Grande do Sul
8KKJN5japTUEAUt_wbfotA,-33.67750415018333,-53.44690644570442,2022-10,Rio Grande do Sul
8KPZLFEXQXmZhsaRLqYqRw,-29.010906005108357,-51.70590745232957,2022-08,Rio Grande do Sul
8Q1FDczZzrVgxW37LKsTvQ,-29.977891249757228,-51.12304354116962,2019-08,Rio Grande do Sul
8VoyWBrrhmQA4bAVlBz7hA,-29.996111745943463,-52.90412883121081,2022-07,Rio Grande do Sul
8Xroo18cikYOdGn6Gtnauw,-29.87219246251587,-51.5638503182173,2023-04,Rio Grande do Sul
8__cnMe10_t5uvR83qqRAA,-28.73572797607881,-52.85640935979912,2022-07,Rio Grande do Sul
8_o9ejq1f8k1gzCtz5Bhnw,-31.550147383836258,-53.71638655547179,2022-09,Rio Grande do Sul
8t9VGB9Ta2sKgRfeF6Ygag,-29.161082438135633,-51.48900936313673,2022-08,Rio Grande do Sul
9-tDEx04jBmpJbb-aN8muw,-28.25231624359772,-55.16918396778781,2022-08,Rio Grande do Sul
9FmzW8sFChnW1ARbkcQ27Q,-27.7048889967751,-51.457700925714114,2021-11,Rio Grande do Sul
9XDBs8F9biC8SZxQCyxmvQ,-33.55449546473911,-53.36682797885075,2022-10,Rio Grande do Sul
9geZ4FyLQQ56BriNXLeTiA,-30.258193891676996,-51.56904775613631,2019-07,Rio Grande do Sul
9uNs5sHJwMoyZY9Qv4sAUA,-30.582303472443737,-53.51777601975535,2018-12,Rio Grande do Sul
A14-07Z_QBq6I74fl-8zPQ,-31.849436973018094,-52.805391769981334,2011-11,Rio Grande do Sul
ABu-S_keaGkiWnnV3mgX1g,-29.23567755475068,-49.90576147016919,2019-03,Rio Grande do Sul
AHSyn0cd7rJaweXyvJvS9Q,-32.466198914720415,-52.57432999163836,2022-08,Rio Grande do Sul
ALV49YsddF6EhJs1BkVgcg,-27.867713151595414,-54.44532213792507,2011-09,Rio Grande do Sul
AMtJRV6iuT_2CgF9cPdhfQ,-28.060558656541005,-53.82705808804132,2022-07,Rio Grande do Sul
AUuM8eRUw-ddVBPymEpd0w,-29.849334386146953,-52.05603660451713,2023-04,Rio Grande do Sul
AnXXdlUFzMfU22XvHoPnPQ,-29.643067863796627,-51.39589536520556,2012-04,Rio Grande do Sul
ApBZDuQZXxkATKOd5s8byw,-28.326028028636177,-51.26337324714637,2022-06,Rio Grande do Sul
AthtbyZ_KdaQeNVW6krvLA,-28.56538646759399,-51.980879666123606,2015-03,Rio Grande do Sul
AyXS6pEs81pBjl4KBvNpyA,-29.368201576490076,-51.87595355340119,2022-07,Rio Grande do Sul
B09vjylDPB4eLbSmH00gag,-29.54013205200197,-51.39369697911322,2022-06,Rio Grande do Sul
BKyNdtlgKretfcn6kjOlbA,-31.080196128929394,-52.987166508428565,2022-11,Rio Grande do Sul
Bjj3_KeL9uGNfBZ15iZawQ,-28.44225370024736,-52.61646910354499,2023-04,Rio Grande do Sul
C9X45ItQMUTXy0oHLdzD1g,-28.135333071360286,-55.02258899372393,2019-03,Rio Grande do Sul
CBN_zl2_QKkXOeWBTjELwA,-30.475184648721577,-52.03516299745925,2019-08,Rio Grande do Sul
CQVstNuPM6Dr6wLpBAMi9g,-28.3935295871239,-52.23879904223612,2022-10,Rio Grande do Sul
CU7vaQ6k6IB9an81OECEPw,-27.86325870088486,-54.02958875982444,2019-02,Rio Grande do Sul
CXZk4oFCup-bXABQ69hhHA,-33.02612789256104,-52.84921095153477,2022-08,Rio Grande do Sul
CY45Ps2apcn_y0fg6bcvOQ,-29.762309303798894,-52.154358079714044,2023-04,Rio Grande do Sul
D-gCKE7Ys7W1Qw6LeHqd-g,-29.01653087869527,-51.241930646120665,2015-07,Rio Grande do Sul
D2ojoSkeGXi3gvmT7gPDFg,-29.713229561293335,-51.195683402937895,2019-01,Rio Grande do Sul
D30XsIzwJGdpW2GJ5bVSWg,-30.895476169021137,-54.848702721191735,2022-09,Rio Grande do Sul
D9UieQpdWp9xMSvKDmbiHA,-32.00149631514499,-52.04574084298878,2022-12,Rio Grande do Sul
DL2s9wBFDuSJQLeSLku6uQ,-28.39924248925855,-51.63245817848173,2018-12,Rio Grande do Sul
DNL5W1tk4NRJi_QpUJ2b9A,-29.75101169942107,-50.854762922716645,2019-02,Rio Grande do Sul
DSu-MVoNhV-6X_N7hUfZxw,-29.35937608162101,-51.35349438814217,2016-05,Rio Grande do Sul
DSxuPcUhiIpvmggIcnoLoA,-28.75277372358227,-55.82198337186445,2022-08,Rio Grande do Sul
DT5c0gZIEinULGmYpFSL_w,-30.000488311431983,-51.60319264016156,2019-06,Rio Grande do Sul
DVD7D1LpKYhaLCjISClufg,-30.393725223360537,-51.438292360903255,2022-04,Rio Grande do Sul
DY_XiMY2cgOJORAIJVb6SA,-29.579055773805127,-51.11737672628938,2019-01,Rio Grande do Sul
DngDvmgGTq0atARZQK18Uw,-28.0197285386948,-53.08295937278732,2018-12,Rio Grande do Sul
DweXTRiLtXiUZvu1jHqG6w,-29.202968213683832,-51.45289750880401,2022-08,Rio Grande do Sul
E3Bu5ShBPPWnrcIFpLIpGA,-31.253305681299963,-52.187235392478414,2019-02,Rio Grande do Sul
ECBZhgSwr4Oz6YJuGOm_Kg,-32.484815852746934,-52.57893184022706,2022-08,Rio Grande do Sul
EJl3xgkL7lCHCAZl9djuQQ,-29.57496145073817,-51.41318975853425,2012-04,Rio Grande do Sul
ERFC23DZ8am_WNTtnxrPsg,-28.62845063984819,-55.76717461713573,2022-08,Rio Grande do Sul
E_pWN5qXYLAwnmXZCQmVYg,-30.71042889739649,-50.58222247274683,2022-04,Rio Grande do Sul
EkUssZxZQmtAbmQO1-w5WA,-30.856015834140763,-51.78321146826159,2011-09,Rio Grande do Sul
EudFsoDXu_s3-_GC5w0BLA,-27.588672992538303,-52.82102848095627,2022-10,Rio Grande do Sul
F2BM-7ORbSbfRi-XQfaZTg,-30.04166515760085,-52.90105337640955,2022-06,Rio Grande do Sul
F5RF0XnXJNlMZypm4xkSxw,-28.32986120751381,-51.28215839626757,2022-06,Rio Grande do Sul
FAh0A3hR4pV0F094eBC1DA,-30.527814183671918,-51.98876844301985,2019-08,Rio Grande do Sul
FAmheZTX_eDD1tOPxKQkZQ,-29.42127585634936,-49.91683754901051,2019-03,Rio Grande do Sul
FGG0a9MywieOhExrHl9Tng,-27.456523848278955,-52.55527131901378,2022-08,Rio Grande do Sul
FQTvO9fPoSVFQLnOG3FRAg,-29.1950839262291,-56.258021340323154,2019-03,Rio Grande do Sul
FRTZsbpYYitvAG6CqXBAxQ,-28.69645061103151,-53.18701548999777,2021-11,Rio Grande do Sul
FS7_9TAZ9rAIjAGtmEVzwQ,-28.807673263197547,-52.78344994023547,2019-03,Rio Grande do Sul
FSdya1wZhHfsNh_j94kVPg,-30.280701362425127,-50.96427722040631,2022-04,Rio Grande do Sul
FYDeyyvfnoYwCbwS2IAo-w,-28.274804411869127,-51.099793168320005,2018-12,Rio Grande do Sul
Ff06s-vHuJCxMlLFwuA0jw,-29.7697556320469,-52.55596117562304,2022-08,Rio Grande do Sul
Fk6MBhRDw_JP3Vj8C281nw,-29.36248190766658,-56.04937697439076,2011-10,Rio Grande do Sul
Fvu_G-9GpIYOX2Gt2iJj7w,-29.77728750220761,-51.531247642139704,2023-03,Rio Grande do Sul
G617Q4qjQysksPjwCAQBZw,-29.892552092087413,-52.38046072392834,2022-08,Rio Grande do Sul
G7YU1kUwC1tDrkNTRVt27w,-29.935737475711367,-51.381842464193774,2023-03,Rio Grande do Sul
GCi3Q7zaaZmxQewb_hh7tA,-29.65961142079832,-53.59450835055829,2022-06,Rio Grande do Sul
G_EDr-HOE3Qz9V6yDMrVfQ,-31.699228093935655,-52.99148517109684,2022-10,Rio Grande do Sul
GwjIClybhIeKZgb2xg-B_A,-31.274976937299964,-52.58743779064106,2018-12,Rio Grande do Sul
H3hS2E-i8Z3c2nc-pZVDXw,-27.92955987616796,-53.36323393501992,2022-07,Rio Grande do Sul
H5d5XEU7E3JEMfmYjAHhxQ,-29.98385984564573,-50.57427349835143,2023-04,Rio Grande do Sul
HGYOhXoknUfjzifxAXJyjQ,-30.111202833312817,-51.676633792646626,2018-10,Rio Grande do Sul
HGueMcJ4MXYFol9XPFvajA,-27.20816978301908,-53.746831166280494,2022-08,Rio Grande do Sul
HH7vqsZZLonMG0xt1DDmKg,-29.75153712711631,-52.5435320839753,2022-08,Rio Grande do Sul
HHCoym-xI4ZbMTFLpPPaqQ,-27.509718773055294,-52.32439582567463,2019-03,Rio Grande do Sul
HKc4hnZQEW5kYAS6zBTZpw,-27.584909142101054,-53.648587635259204,2019-02,Rio Grande do Sul
HLS-63AFMm3HcNTkrVz1Iw,-29.92540996981524,-51.06761227602146,2019-01,Rio Grande do Sul
HTyVCpnG3vCQG26LnGjdLg,-27.67624899447179,-54.34737691642096,2019-02,Rio Grande do Sul
Hf4QPpj-tG1sXBz3GhtBjA,-32.12089152858827,-52.105267291652574,2022-11,Rio Grande do Sul
Hj69qARGgpJV07j-WALy7A,-28.486769822596525,-55.23053037363356,2011-09,Rio Grande do Sul
HpYMeNPOOVLq0_8PCnX1lA,-29.98804576649709,-51.6406048682096,2018-10,Rio Grande do Sul
HqX5DQ1wGCkrVhD9uzSDIw,-29.99958428893623,-51.01843571038128,2023-03,Rio Grande do Sul
I6B43pG6p-jcQY_EQdLqLA,-28.75096334762113,-51.25988635486622,2022-07,Rio Grande do Sul
ICSHXh_pcsE1JPKA7XX7ug,-27.61806193803136,-52.37479888161398,2012-07,Rio Grande do Sul
IZhA71x2HtJf_enaoETLEw,-30.510953577768532,-52.07767078439186,2019-08,Rio Grande do Sul
IwK1T-SOC1Fw9SWupMBzuA,-27.805119800821466,-52.34628674221612,2021-10,Rio Grande do Sul
J-WZat6Qzp_PPjVaAhCewA,-30.68626138948364,-52.10826865905786,2011-09,Rio Grande do Sul
J47M-cryWn0ADrKTrdI8Sg,-29.912538202500752,-50.627381196074104,2023-04,Rio Grande do Sul
J65r89yeavfSFLM_6YOKwA,-30.8398754103218,-55.41475801955966,2022-09,Rio Grande do Sul
JDIi-Zmak18OaBsDQjSljA,-29.784260663503378,-51.68749710990477,2023-03,Rio Grande do Sul
JG2HevRVxrSA1ei5HoDuNw,-29.40668060862734,-49.85224868484682,2022-06,Rio Grande do Sul
JNnkIN_v4ij6Dsm4VbCafA,-29.577555014332667,-52.34986283059847,2022-10,Rio Grande do Sul
JOTmPbP740HZdzSgj_8DQQ,-30.212916154665376,-51.404760750890404,2023-04,Rio Grande do Sul
JOuciqS9c949uJSnD6FilA,-28.333449583060705,-53.66217382663957,2022-08,Rio Grande do Sul
JPuiIIakZlxyqVSV4WcbYA,-31.566194561146972,-52.257164898104755,2019-05,Rio Grande do Sul
JQdLgHHkTl7GuIpoQFKkeQ,-28.51049769264318,-52.19487231615676,2022-10,Rio Grande do Sul
Jl0Gu3d1dl5uUWC4uk-Nkg,-28.56120859574515,-55.535984576290566,2021-12,Rio Grande do Sul
Jo0G2yjPJOBYbSm73AO2yg,-29.473474580730866,-50.92091710908026,2022-06,Rio Grande do Sul
K6TLp_htPYEk1WHToOQRMw,-30.960881604358637,-52.052720020743784,2023-04,Rio Grande do Sul
K7qkTRKS8h4-NWlS2JJ1XA,-28.49295168066676,-52.949173632797695,2011-10,Rio Grande do Sul
KLKfQ_I3e4sIhXy41TH3fA,-30.70510537411729,-52.109130181649554,2011-09,Rio Grande do Sul
KMvNjFuWqENSWm6WSkELiw,-29.03638965410562,-52.29833501648569,2022-07,Rio Grande do Sul
KP9FDtPAXkLt7a8z2j_WQQ,-29.6961036171373,-53.268126272844626,2022-09,Rio Grande do Sul
KPBlj7LbUbSRElLR1C_E7g,-28.25922929196428,-52.4445367538305,2023-04,Rio Grande do Sul
K_2O01ImiHsEeytFuH7vjg,-27.698908162979723,-52.30588989860898,2021-10,Rio Grande do Sul
K_HESfGHcRELhszMGIMYyA,-31.605745809810454,-53.31316770035687,2022-10,Rio Grande do Sul
K_XKACAP5FKImekOufKluQ,-29.899238513485603,-55.57055697921817,2022-08,Rio Grande do Sul
KjU1ZXiJOkie7PoYUDRThA,-27.978738516159854,-53.41042975517148,2022-07,Rio Grande do Sul
LCXGzomHlAKiuiIKhLFSaQ,-27.40783817162766,-52.89158167848825,2022-10,Rio Grande do Sul
LRl2Uzuh8AbSdWJORV_l4A,-31.674991507760673,-53.819062116241525,2011-09,Rio Grande do Sul
LWmHOJQ5T8mzFHHYCqfFHw,-29.46565078380068,-49.82365114214244,2011-11,Rio Grande do Sul
LaMNPrcYhpUjj9t7E1Dpsg,-29.46891592035867,-53.021230844166666,2022-09,Rio Grande do Sul
Le0hAtQ9sedGQ7OFyS2_Bg,-27.751453666606267,-52.33351388510501,2022-07,Rio Grande do Sul
LfTOu1qCINYSnL3JD5HSNg,-27.88341818079077,-53.18241429620117,2022-07,Rio Grande do Sul
LjLkm_5LYGeNm4OVTOvp5w,-28.442971351336407,-51.63566747843557,2018-12,Rio Grande do Sul
Lv2BMPOlK59nAAATQW9Xng,-29.649289324666253,-51.012077483513984,2019-01,Rio Grande do Sul
LyPexNRaGVwEDu6wI6hYbw,-29.873682675247423,-50.429160660398296,2022-06,Rio Grande do Sul
MCniVptLm1pPWp5XfZw_Og,-30.057136028237206,-51.33743470896389,2023-04,Rio Grande do Sul
MKk4yMGvpCv_rjXeoaJz4g,-31.358876026689106,-53.93477341202071,2022-09,Rio Grande do Sul
MMSQDB_2WWLsjhT27uJl6g,-29.79910316367906,-57.09217195209647,2019-03,Rio Grande do Sul
MMvXDEi1y8LWCIlK8DzGsg,-30.57611462076967,-50.47854326258671,2022-04,Rio Grande do Sul
MOd4HiMmQmlB8H9vADVk2Q,-29.76769589183492,-51.545084578297796,2023-03,Rio Grande do Sul
MQ3LgYSeOYqexv8GasKYfg,-29.924618646205907,-50.857951349283,2019-02,Rio Grande do Sul
MR7AwFYRTHSfBoURmTvXfQ,-30.147574012000227,-50.997147078920115,2011-09,Rio Grande do Sul
MaAdNw-CQWS_79TOdDyy6w,-28.121756309999565,-51.29655560721808,2018-12,Rio Grande do Sul
MajJKOguL0v6qx804VYAyw,-29.476891436420072,-55.4785275260245,2011-10,Rio Grande do Sul
MepOY4KB1RLKMHbSRCnjfg,-29.865380714334957,-52.0951600738853,2022-07,Rio Grande do Sul
Mi7uXLr3By11npSJH5Ni8w,-28.452720176678024,-54.45147429886638,2022-08,Rio Grande do Sul
N0EZrf8hVBEoWEADqXV9kA,-30.058242250599555,-56.151173143539445,2011-10,Rio Grande do Sul
N5AjikDz619cf1mLALD_9Q,-28.038664541126497,-51.84580687405628,2022-09,Rio Grande do Sul
NI2DfBtHPx_I83OeMaF8UQ,-29.027523129442617,-51.335654623060755,2011-10,Rio Grande do Sul
NJm2a9H9OYEQeepyq4p8pQ,-29.497735373689615,-51.4087874970186,2022-06,Rio Grande do Sul
NZkvefnutZilPzU_a0Y9yQ,-28.794339955307628,-51.22592590495765,2022-06,Rio Grande do Sul
N_3QQepOGRStRFcasVW1HQ,-27.871332499710768,-54.006417548431976,2021-11,Rio Grande do Sul
Na2fn2pckjMcvbNwRnKKSA,-29.950751581093108,-51.38728413969589,2023-03,Rio Grande do Sul
O1UfcEepWNqzUu3ooBrEwg,-28.95471306371297,-55.30384200714314,2019-03,Rio Grande do Sul
ON_HXfIIZLBNA1VnBs_hDw,-27.775207873240454,-54.707199365999905,2019-02,Rio Grande do Sul
ORV7vRGC8koyGP6UvA5yVA,-30.109247888670836,-50.943738131048306,2023-04,Rio Grande do Sul
OVa44FbFyUGP_oHdD7jPXA,-30.000705188096134,-51.109306873386195,2022-03,Rio Grande do Sul
OVeocS2gFrKdsMSUWuWhEA,-30.138073690977098,-51.14212946305696,2019-01,Rio Grande do Sul
OikulReE7dwIhAmTwwUPhw,-27.83007878605113,-51.83413867657459,2022-10,Rio Grande do Sul
OshVcotJjLnxNqQ1Km-b1Q,-27.67315163388212,-53.484401973399876,2021-11,Rio Grande do Sul
P1ANsrQQ6ag4DCeKmApvxA,-29.65043249970618,-51.25427018436008,2019-02,Rio Grande do Sul
P5BH-MdC4DyaI-HegMByfQ,-29.589147665666562,-51.13021417362742,2019-01,Rio Grande do Sul
P7Oa4wokHrQvgol-mPhUTw,-27.920374110220163,-53.350864528006234,2022-07,Rio Grande do Sul
PEH5xnWqhXUbsMvDejoaRQ,-29.56274984939944,-50.05758564736506,2022-07,Rio Grande do Sul
PIICgbKDURhCNW00OQdMXg,-29.420209101897054,-53.43536561703957,2011-09,Rio Grande do Sul
PMYWZHuugN83y7_TfKJK4Q,-29.403933170913728,-51.35431617824332,2022-08,Rio Grande do Sul
PZ8WaHdxLAmcX1kot_W8FA,-29.85831688777403,-50.598773181844116,2019-02,Rio Grande do Sul
PaHqw1vDfXS-sXsGyz7Sig,-30.857646247305027,-54.11478101933438,2011-09,Rio Grande do Sul
PbIg21kC8DO11bXaRKDhnQ,-27.71137981668692,-52.62533130201626,2012-08,Rio Grande do Sul
PmR0qAd-9PYcPcQGdhYKTw,-30.354978202992868,-54.33456186260141,2012-09,Rio Grande do Sul
PpmSO80I_Kh-3O_QNbpSsw,-28.97760407908183,-51.0827166920538,2011-11,Rio Grande do Sul
Pu07H7_-02jt4UKJ95qL3g,-30.49704997985744,-52.069310773605686,2019-08,Rio Grande do Sul
PviPsDLnOfyVgEztMkk88A,-27.601656482516862,-51.51727379326251,2021-10,Rio Grande do Sul
Pyc6u8YzbNYkuoHrst0zkQ,-30.233521198475103,-51.09858694911274,2019-02,Rio Grande do Sul
Q7OOtSjZ6Bh8WyUMEOD4lw,-30.435631898473712,-52.00187289496544,2019-07,Rio Grande do Sul
Q8i5mKMEj9byCMnG_28KWQ,-29.2474400862588,-52.25531466520672,2022-10,Rio Grande do Sul
Q9b-7912oK-brstb3YskMw,-27.85959215199066,-51.86357272916977,2021-10,Rio Grande do Sul
QBHS90RJ86Au9kqg2AHwRQ,-31.686291046310163,-52.439470885347156,2022-09,Rio Grande do Sul
QJv1qMHF9FkL_vHJQgsa1w,-30.054281277535107,-51.098392410027316,2023-01,Rio Grande do Sul
QY5wz9YdFdJV9K5XOfZbjA,-29.48974229378548,-49.869776292567614,2019-03,Rio Grande do Sul
QYmfAMSZTq-JTnWy094wCQ,-27.902639042313897,-52.97557364319738,2022-10,Rio Grande do Sul
QjQNwtJ8YaaQL4ACiTKG-Q,-29.912693504133163,-50.794967680534164,2022-04,Rio Grande do Sul
QjogniEt4Q8hL5g7fG0QfQ,-29.735039212099807,-51.8701307906102,2023-04,Rio Grande do Sul
QlxbO2ghA4P8whGErGXw9Q,-27.72854074581388,-53.91978972049441,2022-10,Rio Grande do Sul
Qph62ynDepw6OUXrkBUwyg,-28.360119210872842,-51.088818402464916,2018-12,Rio Grande do Sul
R-niKoqja9w-cj3Tuvn9Yg,-31.176637850230133,-54.34298908386986,2022-09,Rio Grande do Sul
R3WjfdUYGJVk_pbYYcEguw,-30.599826546126657,-50.49704559650358,2022-04,Rio Grande do Sul
RHTtz0EiD-LMd4ldIptVnw,-30.753997031195745,-54.37997062057472,2011-09,Rio Grande do Sul
RLP6Vwt-w4iy_fQmdqpS8g,-31.657107346380585,-51.44626928560759,2022-12,Rio Grande do Sul
RMAXAzKfjiAWjn9OdAY9wQ,-27.7091250583946,-53.95684367921697,2022-10,Rio Grande do Sul
RQJ7t_-W57vCEfTy8KTDFQ,-27.51811126316437,-52.147944934928944,2022-07,Rio Grande do Sul
RaprJNhjvdYQmqKoevPxxw,-28.304318856180647,-52.06534588952482,2022-06,Rio Grande do Sul
Rop-kOcJn-FwtcWX192LXg,-29.543973610343205,-51.2593486604647,2022-05,Rio Grande do Sul
